https://www.jili.or.jp/files/research/zenkokujittai/pdf/r3/i-xvii.pdf	i-xvii.pdf	finance
https://www.fsa.go.jp/news/r4/hoken/20230630-2/01.pdf	01.pdf	finance
https://www.fsa.go.jp/frtc/seika/discussion/2023/DP2023-2.pdf	DP2023-2.pdf	finance
https://www.fsa.go.jp/news/r5/20230829/230829_main.pdf	230829_main.pdf	finance
https://www.jpx.co.jp/markets/statistics-equities/examination/mklp77000000aiyf-att/j-bunpu2023.pdf	j-bunpu2023.pdf	finance
https://www.mof.go.jp/pri/reference/bos/results/1c202401.pdf	1c202401.pdf	finance
https://www.mof.go.jp/pri/publication/research_paper_staff_report/staff24.pdf	staff24.pdf	finance
https://www.zenginkyo.or.jp/fileadmin/res/news/news350331_1.pdf	news350331_1.pdf	finance
https://www.zenginkyo.or.jp/fileadmin/res/news/news240340_1.pdf	news240340_1.pdf	finance
https://www.mof.go.jp/policy/filp/publication/filp_report/zaito2022/FILP_Report2022.pdf	FILP_Report2022.pdf	finance
https://www.mof.go.jp/policy/international_policy/councils/aml_cft_policy/20210830_2.pdf	20210830_2.pdf	finance
https://www.fsa.go.jp/singi/digital/siryou/20230421/jimukyoku.pdf	jimukyoku.pdf	finance
https://www.meti.go.jp/policy/economy/consumer/credit/2301atobaraigaiyousiryou.pdf	2301atobaraigaiyousiryou.pdf	finance
https://www.ipa.go.jp/security/reports/technicalwatch/eid2eo00000022sn-att/report.pdf	report.pdf	it
https://www.ipa.go.jp/security/reports/vuln/jvn/eid2eo00000088ke-att/JVNiPedia2024q2.pdf	JVNiPedia2024q2.pdf	it
https://www.ipa.go.jp/digital/data/ug65p90000001ls2-att/000096537.pdf	000096537.pdf	it
https://www.soumu.go.jp/johotsusintokei/whitepaper/ja/r05/pdf/01point.pdf	01point.pdf	it
https://www.dekyo.or.jp/engineer/data/guideline/skillup_guideline.pdf	skillup_guideline.pdf	it
https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/e2a06143-ed29-4f1d-9c31-0f06fca67afc/9fc931f7/20220422_resources_standard_guidelines_guidebook_01.pdf	20220422_resources_standard_guidelines_guidebook_01.pdf	it
https://www.mext.go.jp/content/20230308-mxt_jogai01-000027984_001.pdf	20230308-mxt_jogai01-000027984_001.pdf	it
https://www.eam-rc.jp/pdf/result/IoTguidelineBetsu8kaisetsu_20230619.pdf	IoTguidelineBetsu8kaisetsu_20230619.pdf	it
https://cio.go.jp/sites/default/files/uploads/documents/cloud_policy_20210910.pdf	cloud_policy_20210910.pdf	it
https://www.telesa.or.jp/vc-files/about/Criteria_for_advertise_ver13f2.pdf	Criteria_for_advertise_ver13f2.pdf	it
https://www.chusho.meti.go.jp/keiei/torihiki/guideline/06_info-services_soft.pdf	06_info-services_soft.pdf	it
https://www.enecho.meti.go.jp/category/saving_and_new/saving/enterprise/factory/support-tools/data/2022_01benchmark.pdf	2022_01benchmark.pdf	it
https://www.soumu.go.jp/main_content/000843318.pdf	000843318.pdf	it
https://www.maff.go.jp/j/shokusan/kikaku/attach/pdf/tekiseitorihiki-21.pdf	tekiseitorihiki-21.pdf	manufacturing
https://www.meti.go.jp/shingikai/sankoshin/seizo_sangyo/textile_industry/pdf/20220518_2.pdf	20220518_2.pdf	manufacturing
https://www.meti.go.jp/report/whitepaper/mono/2024/pdf/gaiyo.pdf	gaiyo.pdf	manufacturing
https://www.maff.go.jp/j/jas/attach/pdf/index-11.pdf	index-11.pdf	manufacturing
https://www.baby-food.jp/standard/pdf/foodkaku5.pdf	foodkaku5.pdf	manufacturing
https://www.jdmia.or.jp/vision/DM_Industry_Vision_3.0.pdf	DM_Industry_Vision_3.0.pdf	manufacturing
https://www.caa.go.jp/policies/policy/food_labeling/food_sanitation/food_additive/assets/food_labeling_cms204_220701_03.pdf	「食品添加物の不使用表示に関するガイドライン」の10類型イラスト.pdf	manufacturing
https://www.tioj.or.jp/activity/pdf/190619_06.pdf	190619_06.pdf	manufacturing
https://www.meti.go.jp/product_safety/consumer/system/iot_guideline.pdf	iot_guideline.pdf	manufacturing
https://www.pmda.go.jp/files/000251332.pdf	000251332.pdf	manufacturing
https://www.mlit.go.jp/common/001182445.pdf	001182445.pdf	manufacturing
https://www.env.go.jp/content/000040369.pdf	000040369.pdf	manufacturing
https://www.mhlw.go.jp/file/06-Seisakujouhou-11120000-Iyakushokuhinkyoku/keshouhin-standard.pdf	keshouhin-standard.pdf	manufacturing
https://www.mhlw.go.jp/new-info/kobetu/roudou/gyousei/anzen/dl/110329-1a.pdf	110329-1a.pdf	manufacturing
https://www.no-trouble.caa.go.jp/pdf/20220601la02_07.pdf	20220601la02_07.pdf	retail
https://www.jftc.go.jp/houdou/panfu_files/daikibopamph.pdf	daikibopamph.pdf	retail
https://www.nta.go.jp/taxes/sake/hambai/moderutekisuto/pdf/r04_04_03.pdf	r04_04_03.pdf	retail
https://www.mhlw.go.jp/content/11120000/000467835.pdf	000467835.pdf	retail
https://www.meti.go.jp/shingikai/mono_info_service/new_cvs/pdf/003_02_04.pdf	003_02_04.pdf	retail
https://www.chusho.meti.go.jp/shogyo/shogyo/2021/download/r3fy-FC-all.pdf	r3fy-FC-all.pdf	retail
https://www.super.or.jp/wp/wp-content/uploads/2020/02/hakusho2021-01.pdf	hakusho2021-01.pdf	retail
https://www.nichiyaku.or.jp/assets/uploads/pharmacy-info/210928.pdf	210928.pdf	retail
https://www.mof.go.jp/policy/tab_salt/tobacco/kouri_toriatsukaiyouryou.pdf	kouri_toriatsukaiyouryou.pdf	retail
https://www.caa.go.jp/policies/policy/food_labeling/information/guideline/assets/food_labeling_cms202_221202_01.pdf	food_labeling_cms202_221202_01.pdf	retail
